Á¶°Çº°ºÐ¼®,,,,,,,,,
[°Ë»öÁ¶°Ç],,,,,,,,,
,ºÐ·ù: Áö»ó,,,,,,,,
,¿ä¼Ò : ±â¿Â,,,,,,,,
,°Ë»ö±¸ºÐ : ¿ù,,,,,,,,
,Áö¿ª/ÁöÁ¡¸í : °­¸ª,,,,,,,,
,±â°£ : 1904 ~ 2025³â 01 ~ 12¿ù,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"	",,,,,,,,,
"		ÁöÁ¡¹øÈ£",ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡É),Æò±ÕÃÖ°í±â¿Â(¡É),ÃÖ°í±â¿Â(¡É),"	ÃÖ°í±â¿ÂÀÏÀÚ",Æò±ÕÃÖÀú±â¿Â(¡É),ÃÖÀú±â¿Â(¡É),ÃÖÀú±â¿ÂÀÏÀÚ
"		105",°­¸ª,22-Aug,26.6,30.1,37.7,2022-08-05,23.2,16.8,2022-08-28
"		105",°­¸ª,22-Sep,21.8,26.6,30.8,2022-09-30,17.7,11.9,2022-09-21
"		105",°­¸ª,22-Oct,15.3,19.8,32.8,2022-10-01,11.6,6.9,2022-10-26
"		105",°­¸ª,22-Nov,12.7,18.3,26.5,2022-11-12,8.2,-3,2022-11-30
"		105",°­¸ª,22-Dec,1.5,6.5,13.5,2022-12-12,-2.6,-11.3,2022-12-23
"		105",°­¸ª,23-Jan,2.4,7.5,18.7,2023-01-12,-1.5,-14,2023-01-25
"		105",°­¸ª,23-Feb,5.2,9.8,19.6,2023-02-27,1,-3.8,2023-02-22
"		105",°­¸ª,23-Mar,12.1,17.3,26.8,2023-03-30,7,0.3,2023-03-13
"		105",°­¸ª,23-Apr,15.3,20.2,28.1,2023-04-20,10.2,5.2,2023-04-17
"		105",°­¸ª,23-May,20.3,25.1,35.5,2023-05-16,15.1,7.2,2023-05-08
"		105",°­¸ª,23-Jun,23.2,27.6,34.5,2023-06-17,19,15.8,2023-06-09
"		105",°­¸ª,23-Jul,27.5,31.4,37.3,2023-07-28,24.1,18.1,2023-07-01
"		105",°­¸ª,23-Aug,26.2,29.9,38.4,2023-08-03,23.5,20.7,2023-08-27
"		105",°­¸ª,23-Sep,22.4,26.2,31.9,2023-09-19,19.3,14.5,2023-09-22
"		105",°­¸ª,23-Oct,17,22,26.7,2023-10-18,12.9,7.1,2023-10-21
"		105",°­¸ª,23-Nov,10.5,15.1,29.1,2023-11-02,6.2,-4.6,2023-11-30
"		105",°­¸ª,23-Dec,3.6,7.7,20.5,2023-12-08,-0.2,-11.1,2023-12-22
"		105",°­¸ª,24-Jan,2.2,6.1,12.5,2024-01-31,-1.4,-11.3,2024-01-24
"		105",°­¸ª,24-Feb,3.6,7.4,20.2,2024-02-14,0.6,-2.8,2024-02-24
"		105",°­¸ª,24-Mar,7,11.5,20.9,2024-03-15,2.7,-6.3,2024-03-02
"		105",°­¸ª,24-Apr,15.8,20.2,29.2,2024-04-27,11.5,2.4,2024-04-10
"		105",°­¸ª,24-May,19.5,24.7,33.3,2024-05-23,14.3,7.3,2024-05-02
"		105",°­¸ª,24-Jun,24.3,28.6,35.3,2024-06-12,20.3,12.3,2024-06-03
"		105",°­¸ª,24-Jul,27.9,31.1,37,2024-07-31,25,19.9,2024-07-11
"		105",°­¸ª,24-Aug,28.7,32.5,37.6,2024-08-02,25.2,20.7,2024-08-28
"		105",°­¸ª,24-Sep,23.1,26.9,34.2,2024-09-10,19.8,13.8,2024-09-24
"		105",°­¸ª,24-Oct,16.7,20.8,24.4,2024-10-12,13.1,9.3,2024-10-31
"		105",°­¸ª,24-Nov,11.5,15.9,25.5,2024-11-16,7.8,0.4,2024-11-27
"		105",°­¸ª,24-Dec,3.8,8,15.4,2024-12-02,0.3,-4.6,2024-12-28
"		105",°­¸ª,25-Jan,1.9,6.1,11.7,2025-01-18,-1.5,-9.6,2025-01-09
"		105",°­¸ª,25-Feb,1.8,6.5,17.5,2025-02-28,-2.3,-10.4,2025-02-05
"		105",°­¸ª,25-Mar,8,12.7,25.2,2025-03-22,3.8,-3.2,2025-03-19
"		105",°­¸ª,25-Apr,13.9,19.6,29.5,2025-04-18,8.4,3.3,2025-04-15
"		105",°­¸ª,25-May,18.3,23.1,32.1,2025-05-20,14,7.1,2025-05-07
"		105",°­¸ª,25-Jun,25,29.5,36.1,2025-06-30,20.8,12.7,2025-06-01
"		105",°­¸ª,25-Jul,28.8,32.9,38.7,2025-07-06,25.6,19.9,2025-07-14
"		105",°­¸ª,25-Aug,29,33.1,38,2025-08-22,25.5,21.7,2025-08-10
"		105",°­¸ª,25-Sep,,,34.8,2025-09-01,,15.7,2025-09-22
"		",,,,,,,,,
"	",,,,,,,,,
"	",,,,,,,,,
"	",,,,,,,,,
"	",,,,,,,,,
"		",,,,,,,,,
"	",,,,,,,,,
"	",,,,,,,,,
